PRODUCTID	PRODUCTNDC	PRODUCTTYPENAME	NONPROPRIETARYNAME	DOSAGEFORMNAME	STARTMARKETINGDATE	ENDMARKETINGDATE	MARKETINGCATEGORYNAME	LABELERNAME	SUBSTANCENAME	ACTIVE_NUMERATOR_STRENGTH	ACTIVE_INGRED_UNIT	DEASCHEDULE	LISTING_RECORD_CERTIFIED_THROUGH
0009-5230_3ab36dbc-4675-4c0e-a88f-1b0223d53470	0009-5230	BULK INGREDIENT	Minoxidil	POWDER	20140703		BULK INGREDIENT	Pharmacia and Upjohn Company LLC	MINOXIDIL	1	kg/kg		20241231
0009-5238_54a489f4-c488-4bcd-9491-5a6e2385999d	0009-5238	BULK INGREDIENT	Neomycin Sulfate	POWDER	20140703		BULK INGREDIENT	Pharmacia and Upjohn Company LLC	NEOMYCIN SULFATE	1	kg/kg		20241231
0009-5238_56520ceb-1886-4e95-9b6a-53abfa725652	0009-5238	BULK INGREDIENT	Neomycin Sulfate	POWDER	20140703		BULK INGREDIENT	Pharmacia and Upjohn Company LLC	NEOMYCIN SULFATE	1	kg/kg		20241231
0009-5238_612dbcd6-089f-4d86-9541-aadc673e2093	0009-5238	BULK INGREDIENT	Neomycin Sulfate	POWDER	20140703		BULK INGREDIENT	Pharmacia and Upjohn Company LLC	NEOMYCIN SULFATE	1	kg/kg		20241231
0009-5275_58b81842-f248-466d-b69b-f6a1109d90cb	0009-5275	BULK INGREDIENT	Hydrocortisone	POWDER	20140710		BULK INGREDIENT	Pharmacia and Upjohn Company LLC	HYDROCORTISONE	1	kg/kg		20241231
0009-5276_98593b8e-f6c7-4ccb-8b48-14331c1ad999	0009-5276	BULK INGREDIENT	Eplerenone	POWDER	20140703		BULK INGREDIENT	Pharmacia & Upjohn Company LLC	EPLERENONE	1	kg/kg		20241231
0009-5610_18630a92-6a85-47d8-bea9-2538875bfbe5	0009-5610	BULK INGREDIENT	Diflorasone Diacetate	POWDER	20140703		BULK INGREDIENT	Pharmacia and Upjohn Company LLC	DIFLORASONE DIACETATE	1	kg/kg		20241231
0009-5620_08d1a720-1ee8-41c7-96e9-a3542159168f	0009-5620	BULK INGREDIENT	Progesterone	POWDER	20140703		BULK INGREDIENT	Pharmacia and Upjohn Company LLC	PROGESTERONE	1	kg/kg		20241231
0023-1111_0a33aaaa-b3e0-4f4b-bcb0-a5d4d8878730	0023-1111	BULK INGREDIENT	botulinum toxin type A	LIQUID	20240229		BULK INGREDIENT	Allergan, Inc.	BOTULINUM TOXIN TYPE A	1	mg/mg		20251231
0023-1111_b7d2d5b1-6da5-417c-a40d-fd932931b1a7	0023-1111	BULK INGREDIENT	botulinum toxin type A	LIQUID	19891215		BULK INGREDIENT	Allergan, Inc.	BOTULINUM TOXIN TYPE A	1	mg/mg		20251231
0023-5854_da409305-8182-4550-a16e-d0378f05afa5	0023-5854	DRUG FOR FURTHER PROCESSING	mesalamine	CAPSULE, DELAYED RELEASE	20160516		DRUG FOR FURTHER PROCESSING	Allergan, Inc.	MESALAMINE	400	mg/1		20241231
0023-6499_a0408852-293f-4142-931e-68cb9a632878	0023-6499	DRUG FOR FURTHER PROCESSING	ubrogepant	TABLET	20191223		DRUG FOR FURTHER PROCESSING	Allergan, Inc.	UBROGEPANT	50	mg/1		20241231
0023-6502_a0408852-293f-4142-931e-68cb9a632878	0023-6502	DRUG FOR FURTHER PROCESSING	ubrogepant	TABLET	20191223		DRUG FOR FURTHER PROCESSING	Allergan, Inc.	UBROGEPANT	100	mg/1		20241231
0031-8729_16c80578-20c3-8c05-e063-6294a90a2b48	0031-8729	BULK INGREDIENT	Dextromethorphan Hydrobromide, Guaifenesin, Phenylephrine Hydrochloride	SYRUP	20150901		EXPORT ONLY	Haleon US Holdings LLC	DEXTROMETHORPHAN HYDROBROMIDE; GUAIFENESIN; PHENYLEPHRINE HYDROCHLORIDE	10; 100; 5	mg/5mL; mg/5mL; mg/5mL		20251231
0049-1581_711e04c2-ca24-490d-8720-176c6f0044bc	0049-1581	DRUG FOR FURTHER PROCESSING	glipizide	TABLET, EXTENDED RELEASE	20130509		EXPORT ONLY	Roerig	GLIPIZIDE	5	mg/1		20241231
0049-1582_711e04c2-ca24-490d-8720-176c6f0044bc	0049-1582	DRUG FOR FURTHER PROCESSING	glipizide	TABLET, EXTENDED RELEASE	20130509		EXPORT ONLY	Roerig	GLIPIZIDE	10	mg/1		20241231
0051-0040_e50aa021-da42-4543-abb2-cc4296044ac2	0051-0040	BULK INGREDIENT	Elagolix Sodium	POWDER	20201113		BULK INGREDIENT	AbbVie Inc.	ELAGOLIX SODIUM	1	kg/kg		20241231
0051-2638_8b1c9c0e-feae-4a24-a5a8-c8aa327d59d5	0051-2638	BULK INGREDIENT	Vedolizumab	LIQUID	20160929		BULK INGREDIENT	AbbVie Inc.	VEDOLIZUMAB	96000	mg/96000mg		20241231
0069-4260_e221b97c-706e-4c02-ac19-96fde4a97c63	0069-4260	DRUG FOR FURTHER PROCESSING	prazosin hydrochloride	TABLET	20140901		DRUG FOR FURTHER PROCESSING	Pfizer Laboratories Div Pfizer Inc	PRAZOSIN HYDROCHLORIDE	2.5	mg/1		20241231
0069-4270_e221b97c-706e-4c02-ac19-96fde4a97c63	0069-4270	DRUG FOR FURTHER PROCESSING	prazosin hydrochloride	TABLET	20140901		DRUG FOR FURTHER PROCESSING	Pfizer Laboratories Div Pfizer Inc	PRAZOSIN HYDROCHLORIDE	5	mg/1		20241231
0074-0070_6d3e7365-5f34-465c-8a50-a3de69e4ec31	0074-0070	DRUG FOR FURTHER PROCESSING	Ibrutinib	CAPSULE	20240314		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	IBRUTINIB	70	mg/1		20251231
0074-0668_1fdc89e3-b2da-474d-bcc7-17fe22854e06	0074-0668	DRUG FOR FURTHER PROCESSING	Olaparib	TABLET, FILM COATED	20180907		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	OLAPARIB	100	mg/1		20241231
0074-0679_1fdc89e3-b2da-474d-bcc7-17fe22854e06	0074-0679	DRUG FOR FURTHER PROCESSING	Olaparib	TABLET, FILM COATED	20180907		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	OLAPARIB	150	mg/1		20241231
0074-0805_3399c980-dbb4-4440-9eda-f1f64a6c45e4	0074-0805	DRUG FOR FURTHER PROCESSING	Valproate Semisodium	CAPSULE	20150722		EXPORT ONLY	AbbVie Inc.	DIVALPROEX SODIUM	125	mg/1		20241231
0074-1058_4ecfa2ee-60fc-4b5b-9ebe-56897e3e67df	0074-1058	DRUG FOR FURTHER PROCESSING	RISANKIZUMAB	INJECTION, SOLUTION	20211026		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	RISANKIZUMAB	150	mg/mL		20241231
0074-1059_78f8705e-e675-4f93-937e-8124aabde956	0074-1059	BULK INGREDIENT	Risankizumab	LIQUID	20240417		BULK INGREDIENT	AbbVie Inc.	RISANKIZUMAB	6396	g/6396g		20251231
0074-1115_6d29519e-b805-4896-b1d6-b9e53ba0fccb	0074-1115	DRUG FOR FURTHER PROCESSING	adalimumab	INJECTION, SOLUTION	20210923		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	ADALIMUMAB	40	mg/.4mL		20241231
0074-1117_a86b3d5c-71e5-43fc-9b70-5715d9fd2a2c	0074-1117	DRUG FOR FURTHER PROCESSING	adalimumab	INJECTION, SOLUTION	20210927		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	ADALIMUMAB	80	mg/.8mL		20241231
0074-1867_d07e9e8d-8782-49f8-84a3-e90bb0f7ab7e	0074-1867	BULK INGREDIENT	Adalimumab	LIQUID	20230203		BULK INGREDIENT	AbbVie Inc.	ADALIMUMAB	1	g/g		20241231
0074-2241_4b883b19-590b-41d3-b07d-a733ba84fc22	0074-2241	DRUG FOR FURTHER PROCESSING	Upadacitinib	TABLET	20240614		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	UPADACITINIB	45	mg/1		20251231
0074-2242_a4ce5c8c-bf2e-400d-bd20-3e922a4038b2	0074-2242	BULK INGREDIENT	SOTATERCEPT	LIQUID	20240617		BULK INGREDIENT	AbbVie Inc.	SOTATERCEPT	1	g/g		20251231
0074-2250_d4be8625-4652-43af-b189-215f18c2facf	0074-2250	DRUG FOR FURTHER PROCESSING	Upadacitinib	TABLET, EXTENDED RELEASE	20240628		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	UPADACITINIB	30	mg/1		20251231
0074-2309_17a3dc1e-9719-45d8-aa54-0bed883f8f86	0074-2309	DRUG FOR FURTHER PROCESSING	upadacitinib	TABLET	20240502		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	UPADACITINIB	15	mg/1		20251231
0074-2330_e5a5d61b-cecb-4c7b-8caf-17de4634b68f	0074-2330	DRUG FOR FURTHER PROCESSING	adalimumab	INJECTION, SOLUTION	20210927		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	ADALIMUMAB	40	mg/.8mL		20241231
0074-2628_6d3e7365-5f34-465c-8a50-a3de69e4ec31	0074-2628	DRUG FOR FURTHER PROCESSING	Ibrutinib	CAPSULE	20231110		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	IBRUTINIB	140	mg/1		20251231
0074-5503_d7d6c21d-24df-40b6-8036-754cb81b2872	0074-5503	BULK INGREDIENT	Cyclosporine	POWDER	20100524		BULK INGREDIENT	AbbVie Inc.	CYCLOSPORINE	1	kg/kg		20241231
0074-7091_11eb083d-e0cc-4652-a7c4-a325edda4ded	0074-7091	DRUG FOR FURTHER PROCESSING	atogepant	TABLET	20210915		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	ATOGEPANT	10	mg/1		20241231
0074-7092_11eb083d-e0cc-4652-a7c4-a325edda4ded	0074-7092	DRUG FOR FURTHER PROCESSING	atogepant	TABLET	20210915		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	ATOGEPANT	30	mg/1		20241231
0074-7093_11eb083d-e0cc-4652-a7c4-a325edda4ded	0074-7093	DRUG FOR FURTHER PROCESSING	atogepant	TABLET	20210915		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	ATOGEPANT	60	mg/1		20241231
0074-9000_347e0d9d-21dd-4ab9-a9ae-36159c04238c	0074-9000	DRUG FOR FURTHER PROCESSING	Risankizumab	INJECTION, SOLUTION	20221117		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	RISANKIZUMAB	180	mg/1.2mL		20241231
0074-9010_347e0d9d-21dd-4ab9-a9ae-36159c04238c	0074-9010	DRUG FOR FURTHER PROCESSING	Risankizumab	INJECTION, SOLUTION	20221117		DRUG FOR FURTHER PROCESSING	AbbVie Inc.	RISANKIZUMAB	360	mg/2.4mL		20241231
0078-1182_9ac376e6-fa80-4a2c-98cb-7a13589ffa00	0078-1182	BULK INGREDIENT	everolimus	POWDER	20090331		BULK INGREDIENT	Novartis Pharmaceuticals Corporation	EVEROLIMUS	1	kg/kg		20241231
0093-0983_9dd2d3eb-553c-4fa8-be23-258367b9e6f5	0093-0983	DRUG FOR FURTHER PROCESSING	Nystatin	TABLET, FILM COATED	20230623		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	NYSTATIN	500000	[USP'U]/1		20251231
0093-1135_f1ee1166-0c8e-4302-a3ca-7d498b2e646d	0093-1135	DRUG FOR FURTHER PROCESSING	Acitretin	CAPSULE	20211101		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	ACITRETIN	10	mg/1		20241231
0093-1136_f1ee1166-0c8e-4302-a3ca-7d498b2e646d	0093-1136	DRUG FOR FURTHER PROCESSING	Acitretin	CAPSULE	20211101		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	ACITRETIN	25	mg/1		20241231
0093-1138_f1ee1166-0c8e-4302-a3ca-7d498b2e646d	0093-1138	DRUG FOR FURTHER PROCESSING	Acitretin	CAPSULE	20211101		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	ACITRETIN	17.5	mg/1		20241231
0093-2013_8081361b-af6e-44c7-9101-9256af9ebed3	0093-2013	DRUG FOR FURTHER PROCESSING	sumatriptan succinate	INJECTION	20220324		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	SUMATRIPTAN SUCCINATE	4	mg/.5mL		20241231
0093-2014_8081361b-af6e-44c7-9101-9256af9ebed3	0093-2014	DRUG FOR FURTHER PROCESSING	sumatriptan succinate	INJECTION	20220324		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	SUMATRIPTAN SUCCINATE	6	mg/.5mL		20241231
0093-3002_cd827336-67b3-4538-a8cd-4749c51b0056	0093-3002	DRUG FOR FURTHER PROCESSING	Quinine Sulfate	CAPSULE	20230728		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	QUININE SULFATE	324	mg/1		20241231
0093-3016_ec80f994-1748-4327-8a4a-887945a3cb4a	0093-3016	DRUG FOR FURTHER PROCESSING	Tadalafil	TABLET, FILM COATED	20180810		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	TADALAFIL	2.5	mg/1		20241231
0093-3017_ec80f994-1748-4327-8a4a-887945a3cb4a	0093-3017	DRUG FOR FURTHER PROCESSING	Tadalafil	TABLET, FILM COATED	20180810		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	TADALAFIL	5	mg/1		20241231
0093-3241_033d5ecb-62bc-491c-a40f-9d0cb0873c4f	0093-3241	BULK INGREDIENT	bisoprolol fumarate and hydrochlorothiazide	TABLET, FILM COATED	20201123		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE	2.5; 6.25	mg/1; mg/1		20241231
0093-3242_033d5ecb-62bc-491c-a40f-9d0cb0873c4f	0093-3242	BULK INGREDIENT	bisoprolol fumarate and hydrochlorothiazide	TABLET, FILM COATED	20201123		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE	5; 6.25	mg/1; mg/1		20241231
0093-3243_033d5ecb-62bc-491c-a40f-9d0cb0873c4f	0093-3243	BULK INGREDIENT	bisoprolol fumarate and hydrochlorothiazide	TABLET, FILM COATED	20201123		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	BISOPROLOL FUMARATE; HYDROCHLOROTHIAZIDE	10; 6.25	mg/1; mg/1		20241231
0093-5571_8cd80b69-b7f5-4779-8e6f-10c9a129449e	0093-5571	DRUG FOR FURTHER PROCESSING	Erythromycin	TABLET, FILM COATED	20210212		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	ERYTHROMYCIN	250	mg/1		20241231
0093-5572_8cd80b69-b7f5-4779-8e6f-10c9a129449e	0093-5572	DRUG FOR FURTHER PROCESSING	Erythromycin	TABLET, FILM COATED	20210212		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	ERYTHROMYCIN	500	mg/1		20241231
0093-5938_8a417210-00cc-4044-95c3-8997bd5d1912	0093-5938	DRUG FOR FURTHER PROCESSING	Lanthanum carbonate	TABLET, CHEWABLE	20220217		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	LANTHANUM CARBONATE	500	mg/1		20241231
0093-5939_8a417210-00cc-4044-95c3-8997bd5d1912	0093-5939	DRUG FOR FURTHER PROCESSING	Lanthanum carbonate	TABLET, CHEWABLE	20220217		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	LANTHANUM CARBONATE	750	mg/1		20241231
0093-5940_8a417210-00cc-4044-95c3-8997bd5d1912	0093-5940	DRUG FOR FURTHER PROCESSING	Lanthanum carbonate	TABLET, CHEWABLE	20220217		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	LANTHANUM CARBONATE	1000	mg/1		20241231
0093-5985_425b32b4-a2ac-4987-a1c7-71be5d33f515	0093-5985	DRUG FOR FURTHER PROCESSING	Epinephrine	INJECTION	20211207		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	EPINEPHRINE	.5	mg/mL		20241231
0093-5986_425b32b4-a2ac-4987-a1c7-71be5d33f515	0093-5986	DRUG FOR FURTHER PROCESSING	Epinephrine	INJECTION	20211207		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	EPINEPHRINE	1	mg/mL		20241231
0093-7163_eda84093-8934-428d-909d-242d84b24005	0093-7163	DRUG FOR FURTHER PROCESSING	Tolterodine Tartrate	CAPSULE, EXTENDED RELEASE	20201020		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	TOLTERODINE TARTRATE	2	mg/1		20251231
0093-7164_eda84093-8934-428d-909d-242d84b24005	0093-7164	DRUG FOR FURTHER PROCESSING	Tolterodine Tartrate	CAPSULE, EXTENDED RELEASE	20201020		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	TOLTERODINE TARTRATE	4	mg/1		20251231
0093-7909_843c104f-1f07-4112-b614-ee39e8351cc3	0093-7909	DRUG FOR FURTHER PROCESSING	Tiopronin	TABLET, SUGAR COATED	20210702		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	TIOPRONIN	100	mg/1		20241231
0093-8034_0a2783a5-65c7-4187-9c81-70f73ff00752	0093-8034	DRUG FOR FURTHER PROCESSING	Glyburide	TABLET	20230727		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	GLYBURIDE	1.5	mg/1		20241231
0093-8035_0a2783a5-65c7-4187-9c81-70f73ff00752	0093-8035	DRUG FOR FURTHER PROCESSING	Glyburide	TABLET	20230728		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	GLYBURIDE	3	mg/1		20241231
0093-8036_0a2783a5-65c7-4187-9c81-70f73ff00752	0093-8036	DRUG FOR FURTHER PROCESSING	Glyburide	TABLET	20230622		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	GLYBURIDE	6	mg/1		20241231
0093-8117_c62597c7-f518-4229-9753-3509d9ccaa91	0093-8117	DRUG FOR FURTHER PROCESSING	Famciclovir	TABLET, FILM COATED	20230623		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	FAMCICLOVIR	125	mg/1		20241231
0093-8118_c62597c7-f518-4229-9753-3509d9ccaa91	0093-8118	DRUG FOR FURTHER PROCESSING	Famciclovir	TABLET, FILM COATED	20230505		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	FAMCICLOVIR	250	mg/1		20241231
0093-8119_c62597c7-f518-4229-9753-3509d9ccaa91	0093-8119	DRUG FOR FURTHER PROCESSING	Famciclovir	TABLET, FILM COATED	20230505		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	FAMCICLOVIR	500	mg/1		20241231
0093-8192_af8b87e7-0327-4e15-af40-ca8e74d183e1	0093-8192	DRUG FOR FURTHER PROCESSING	Cimetidine	TABLET, FILM COATED	20230330		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	CIMETIDINE	300	mg/1		20241231
0093-8204_af8b87e7-0327-4e15-af40-ca8e74d183e1	0093-8204	DRUG FOR FURTHER PROCESSING	Cimetidine	TABLET, FILM COATED	20230330		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	CIMETIDINE	400	mg/1		20241231
0093-8305_af8b87e7-0327-4e15-af40-ca8e74d183e1	0093-8305	DRUG FOR FURTHER PROCESSING	Cimetidine	TABLET, FILM COATED	20230330		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	CIMETIDINE	800	mg/1		20241231
0093-8739_c65394df-caeb-4d3d-b01c-bc30a492c9ca	0093-8739	DRUG FOR FURTHER PROCESSING	Mexiletine Hydrochloride	CAPSULE	20230330		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	MEXILETINE HYDROCHLORIDE	150	mg/1		20241231
0093-8740_c65394df-caeb-4d3d-b01c-bc30a492c9ca	0093-8740	DRUG FOR FURTHER PROCESSING	Mexiletine Hydrochloride	CAPSULE	20230330		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	MEXILETINE HYDROCHLORIDE	200	mg/1		20241231
0093-8741_c65394df-caeb-4d3d-b01c-bc30a492c9ca	0093-8741	DRUG FOR FURTHER PROCESSING	Mexiletine Hydrochloride	CAPSULE	20230330		DRUG FOR FURTHER PROCESSING	Teva Pharmaceuticals USA, Inc.	MEXILETINE HYDROCHLORIDE	250	mg/1		20241231
0110-0541_744584ca-f810-4717-bff3-fd39fef73d1a	0110-0541	BULK INGREDIENT	Insulin lispro	CRYSTAL	20161017		BULK INGREDIENT	Lilly del Caribe, Inc.	INSULIN LISPRO	1	g/g		20241231
0110-0571_84916ca7-d485-46f1-a528-45e522c7322c	0110-0571	BULK INGREDIENT	Insulin lispro	CRYSTAL	20190321		BULK INGREDIENT	Lilly del Caribe, Inc.	INSULIN LISPRO	1	g/g		20241231
0110-2980_b49bf006-0bfb-440c-9838-fadc022de275	0110-2980	DRUG FOR FURTHER PROCESSING	selpercatinib	CAPSULE	20210401		DRUG FOR FURTHER PROCESSING	Eli Lilly and Company	SELPERCATINIB	80	mg/1		20241231
0110-3104_8f0ef252-3580-4d86-8306-5eeaf4d36293	0110-3104	DRUG FOR FURTHER PROCESSING	Fluoxetine hydrochloride	CAPSULE	20150101		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	FLUOXETINE HYDROCHLORIDE	10	mg/1		20241231
0110-3105_8f0ef252-3580-4d86-8306-5eeaf4d36293	0110-3105	DRUG FOR FURTHER PROCESSING	Fluoxetine hydrochloride	CAPSULE	20150101		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	FLUOXETINE HYDROCHLORIDE	20	mg/1		20241231
0110-3107_8f0ef252-3580-4d86-8306-5eeaf4d36293	0110-3107	DRUG FOR FURTHER PROCESSING	Fluoxetine hydrochloride	CAPSULE	20150101		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	FLUOXETINE HYDROCHLORIDE	40	mg/1		20241231
0110-3227_cd2c259c-87d3-49cd-9c52-30f83e90fc39	0110-3227	DRUG FOR FURTHER PROCESSING	Atomoxetine hydrochloride	CAPSULE	20021126		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	ATOMOXETINE HYDROCHLORIDE	10	mg/1		20241231
0110-3228_cd2c259c-87d3-49cd-9c52-30f83e90fc39	0110-3228	DRUG FOR FURTHER PROCESSING	Atomoxetine hydrochloride	CAPSULE	20021126		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	ATOMOXETINE HYDROCHLORIDE	25	mg/1		20241231
0110-3229_cd2c259c-87d3-49cd-9c52-30f83e90fc39	0110-3229	DRUG FOR FURTHER PROCESSING	Atomoxetine hydrochloride	CAPSULE	20021126		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	ATOMOXETINE HYDROCHLORIDE	40	mg/1		20241231
0110-3230_318143fc-fbbc-4e21-af93-61ecdb7cce3c	0110-3230	DRUG FOR FURTHER PROCESSING	Olanzapine and Fluoxetine hydrochloride	CAPSULE	20070409		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	FLUOXETINE HYDROCHLORIDE; OLANZAPINE	25; 3	mg/1; mg/1		20241231
0110-3231_318143fc-fbbc-4e21-af93-61ecdb7cce3c	0110-3231	DRUG FOR FURTHER PROCESSING	Olanzapine and Fluoxetine hydrochloride	CAPSULE	20031224		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	FLUOXETINE HYDROCHLORIDE; OLANZAPINE	25; 6	mg/1; mg/1		20241231
0110-3232_318143fc-fbbc-4e21-af93-61ecdb7cce3c	0110-3232	DRUG FOR FURTHER PROCESSING	Olanzapine and Fluoxetine hydrochloride	CAPSULE	20031224		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	FLUOXETINE HYDROCHLORIDE; OLANZAPINE	25; 12	mg/1; mg/1		20241231
0110-3233_318143fc-fbbc-4e21-af93-61ecdb7cce3c	0110-3233	DRUG FOR FURTHER PROCESSING	Olanzapine and Fluoxetine hydrochloride	CAPSULE	20031224		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	FLUOXETINE HYDROCHLORIDE; OLANZAPINE	50; 6	mg/1; mg/1		20241231
0110-3234_318143fc-fbbc-4e21-af93-61ecdb7cce3c	0110-3234	DRUG FOR FURTHER PROCESSING	Olanzapine and Fluoxetine hydrochloride	CAPSULE	20031224		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	FLUOXETINE HYDROCHLORIDE; OLANZAPINE	50; 12	mg/1; mg/1		20241231
0110-3235_e0c87d8a-f891-4897-b0a1-45ff14ce4a0e	0110-3235	DRUG FOR FURTHER PROCESSING	Duloxetine hydrochloride	CAPSULE, DELAYED RELEASE	20040824		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	DULOXETINE HYDROCHLORIDE	20	mg/1		20241231
0110-3238_cd2c259c-87d3-49cd-9c52-30f83e90fc39	0110-3238	DRUG FOR FURTHER PROCESSING	Atomoxetine hydrochloride	CAPSULE	20021126		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	ATOMOXETINE HYDROCHLORIDE	18	mg/1		20241231
0110-3239_cd2c259c-87d3-49cd-9c52-30f83e90fc39	0110-3239	DRUG FOR FURTHER PROCESSING	Atomoxetine hydrochloride	CAPSULE	20021126		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	ATOMOXETINE HYDROCHLORIDE	60	mg/1		20241231
0110-3240_e0c87d8a-f891-4897-b0a1-45ff14ce4a0e	0110-3240	DRUG FOR FURTHER PROCESSING	Duloxetine hydrochloride	CAPSULE, DELAYED RELEASE	20040824		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	DULOXETINE HYDROCHLORIDE	30	mg/1		20241231
0110-3250_cd2c259c-87d3-49cd-9c52-30f83e90fc39	0110-3250	DRUG FOR FURTHER PROCESSING	Atomoxetine hydrochloride	CAPSULE	20050214		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	ATOMOXETINE HYDROCHLORIDE	80	mg/1		20241231
0110-3251_cd2c259c-87d3-49cd-9c52-30f83e90fc39	0110-3251	DRUG FOR FURTHER PROCESSING	Atomoxetine hydrochloride	CAPSULE	20050214		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	ATOMOXETINE HYDROCHLORIDE	100	mg/1		20241231
0110-3270_e0c87d8a-f891-4897-b0a1-45ff14ce4a0e	0110-3270	DRUG FOR FURTHER PROCESSING	Duloxetine hydrochloride	CAPSULE, DELAYED RELEASE	20100115		DRUG FOR FURTHER PROCESSING	Lilly del Caribe, Inc.	DULOXETINE HYDROCHLORIDE	60	mg/1		20241231
0110-3601_b4ff3a30-ddcc-471c-9d82-13351c5cd694	0110-3601	BULK INGREDIENT	Methionyl Aspartyl Human Growth Hormone	GRANULE	20091001		BULK INGREDIENT	Lilly del Caribe, Inc.	METHIONYL ASPARTYL HUMAN GROWTH HORMONE	1	kg/kg		20241231
0110-3977_b49bf006-0bfb-440c-9838-fadc022de275	0110-3977	DRUG FOR FURTHER PROCESSING	selpercatinib	CAPSULE	20210401		DRUG FOR FURTHER PROCESSING	Eli Lilly and Company	SELPERCATINIB	40	mg/1		20241231
