date,title,location,salary,company_industry,education,prior_experience,bonus,stocks,total_comp,additional_benefits,tenure_length_period,tenure_length_period_units,survey_year
2021-12-11,Senior Data Analyst,"Sydney NSW, Australia","130,000 AUD",BIG 4 Bank in Australia,Bachelors in an unrelated field,8 yrs in another bank in various Data Analytics and PM roles$Internship: NA,NA,"20,000 AUD","150,000 AUD",FALSE,2,months,2021
2021-12-11,lead data scientist,"New York, NY, USA","147,000",Marketing,Masters in DS,NA,NA,NA,NA,FALSE,NA,months,2021
2021-12-11,"BI Manager (not sure I count, but Im only one in my org doing DSy type things","Remote, OR 97458, USA",NA,NA,MSCS,NA,NA,"noneBonus: variable up to 10%, avg at current 8% annualStipends: $50/monthRetirement: 5% employer match, maxed $5500","124,900 USD",FALSE,6,years,2021
2021-12-11,Data Scientist,"Bengaluru, Karnataka, India","12,00,000 pa $15.8k pa",Alshaya - Retail,Bachelors in Engineering,Tesco - Retail 5.5 years    $Internship - none    $Coop - none,none,,"15,00,000 pa $19.7k pa",FALSE,1,years,2021
2021-12-11,Senior Data Scientist,"New York, NY, USA",185k,Midsize tech company,BA Economics,"4 years data analyst   * 2 years data scientist including 1.5 years as a team lead      * Last DS role was more consulting &amp; sales-y      * Previous day-to-day includes advising clients on technical product/data, some exploratory data analysis, and implementation of ML in production",,10k target annual cash bonus,195k TC + 20k signing bonus,FALSE,5,months,2021
2021-12-11,NA,NA,107k,Fintech startup,NA,NA,none,and or recurring bonuses: 107k / 4 RSU,133k,FALSE,NA,unknown,2021
2021-12-11,Product Analyst,"New York, NY, USA","145,000",Fintech Startup Series D,Masters,"1.5 Years as a BA at Capital One, physics major and business masters before that  $Internship: None","40,000",10% annual bonus (depends on company performance)  95k worth of options (4 year vest,"223,000 first year 183,000 after",FALSE,0,years,2021
2021-12-11,Senior Data Scientist,NA,"500,000",Tech,Masters,NA,NA,NA,NA,FALSE,2,years,2021
2021-12-11,Data Scientist,"San Francisco Bay Area, CA, USA",155k,Security,PhD,Postdoc research        $Internship N/A        $Coop N/A,N/A,45k,200k,FALSE,2,years,2021
2021-12-11,Data Lecturer,United Kingdom,75k (£55k,private sector education,"BSc physics, research fellow (DS",NA,NA,NA,"100k inc. pensions, life insurance etc",FALSE,,unknown,2021
2021-12-11,Data Scientist,"Denver, CO, USA",95k,Startup,PhD,"2 years at different startup between M.S. and PhD, 1 year postdoc AI/ML at National Laboratory",0,30k,120k,FALSE,1,years,2021
2021-12-11,Junior Data Scientist,"Chicago, IL, USA","118,000",Energy and Utilities,Ph.D. in Chemical Engineering,one year as a DS at a start-up. 1 year at another start-up in a non DS field (chemical R&amp;D).$Internship$Coop,but that might have been my wife,"20% bonus tied to my performance, company performance, and department performance. Last year I got 104% of the 20% for good reviews","141,000",FALSE,2,years,2021
2021-12-11,Data Science Specialist,India,"37k USD from Jan, 31k in 2021",Consulting MBB,Bachelors in Engineering (Electronics,NA,NA,NA,45k USD,FALSE,NA,unknown,2021
2021-12-11,Data scientist,United States,75k USD,Federal government science agency,M.S,straight out of grad school,N/A,"N/A, but there is a defined benefit pension that is \~80% employer funded, \~1% salary per year of service",75k plus pension contributions FWIW,FALSE,5,years,2021
2021-12-11,Data Analyst,NA,80k + 401k,SAS,B.A. in unrelated major,2 years,10,401k match,88k + 401k,FALSE,1.5,years,2021
2021-12-11,Data Analyst 2,United States,70k,Finance,BS in business,"None, self taught and transitioned to data during covid",N/A,10,77k,FALSE,1.5,years,2021
2021-12-11,Graduate Data Scientist,"Cardiff, UK","27,000",FinTech app,"BSc Psychology ,MSc psychology, MSc data science",NA,NA,NA,"27,000",FALSE,4,months,2021
2021-12-11,Data Scientist/Analytics Specialist,NA,TC $110000,Consulting,BA+MS,NA,NA,NA,"120,000",FALSE,6,months,2021
2021-12-11,Senior Data Scientist,"Boston, MA, USA",115k,Major financial services company,"undergrad math, MS in Statistical Practice (DS from stats perspective basically","pre-DS career teaching, grad school projects, internship    **Internship:** At same company, in the same group I was eventually hired by",Haha no,Eligible for 20% bonus (which means I get 18-19%) and got a sort of retention bonus that'll raise by total comp \~$5-10k in 2023 and 2024 if I'm still around,"for 2022, expecting around $135k",FALSE,2.5,years,2021
2021-12-11,Data Scientist,"4W9R+X3H, Kannamwar Nagar II, Vikhroli, Mumbai, Maharashtra 400083, India","20,00,000 INR (15% bonus",large corporate in Telecomm,Post graduate program in Data Science,"First job"" Internship: 6 months in same organization"" Coop: None",None,None,"20,00,000 INR",FALSE,2,years,2021
2021-12-11,Data Scientist,NA,58k,FinTech,BSc Maths,18 months data analyst &amp; 18 months Data Scientist,none,10-20% bonus,65k,FALSE,6,months,2021
2021-12-11,USC College Freshman,"Downtown Los Angeles, Los Angeles, CA, USA",NA,NA,NA,NA,NA,NA,student loans,FALSE,NA,unknown,2021
2021-12-11,Director of Data Science,"New York, NY, USA","200,000 Base",Fortune 250 - CPG,B.Sc. Sociology '13   * M.A. Cognitive Science '15   * M.Sc. Learning Analytics '16   * Ph.D. Cognitive Science '21,Systems Administration \~6yrs   * Instructional Design \~2yrs   * Ad-Tech Data Science/Research \~2yrs   * Ed-Tech Data Science/Research \~2yrs   * Human Capital Data Science/Research \~3yrs (Most recent,es:**   * 6% 401k Match   * 15% discount,"options purchase plan   * 20% - 40% Company Performance Bonus* **Remote:** WFH Permanently* **Attire:** Pajamas + Blazer* **Total comp:** $254,232 USD (2021","254,232 USD (2021 Total Take Home",FALSE,NA,months,2021
2021-12-11,Client Insights Consultant,"New Jersey, USA","152,000","Market Research, Consumer Goods Industry",Masters,NA,NA,NA,"167,000",FALSE,4.5,years,2021
2021-12-11,Associate Data Scientist,"San Francisco, CA, USA","135,000",Small-Medium SaaS Tech Company,BS (Applied Math) + MS (Statistics,"1.5 years as DA prior to grad school, 11-month internship with current employer during grad school",0,and/or Recurring Bonuses:** $0,"135,000",FALSE,NA,months,2021
2021-12-11,Principal Business Intelligence Engineer,"Chicago, IL, USA","200,000",Well Funded Tech Startup,Masters,NA,depends on company performance)   * XXXX,package (4 year vest,"270,000",FALSE,NA,unknown,2021
2021-12-11,Senior Data Scientist,"London, UK","85,000",Fintech,MSc Data Science,3 years analytics consulting,es: Total comp: £40k,,40k stock,FALSE,NA,unknown,2021
2021-12-11,Data Science,NA,"29,850",TMD,NA,NA,NA,NA,NA,FALSE,3,years,2021
2021-12-11,Decision Scientist,NA,86000,small/medium tech company,masters in data science,"none,  started this right out of school",es: 1k in,"options, 4k in bonuses",90000,FALSE,1,years,2021
2021-12-11,"Data Analyst, Supply Chain \[New team, Org didn't adopt naming conventions QQ","Atlanta, GA, USA","80,000",Utilities,"MS, Mathematics",NA,NA,"10-20% based on individual and company performance, tends to be 15-17","92-94,000Traded base pay for business experience, opportunities for advancement, and more downtime. Only real complaint is that my customers ask questions they should be able to answer themselves but that seems to be changing slowly",FALSE,3,years,2021
2021-12-11,Senior Data Scientist,NA,150K base + 8% fixed bonus (more depending on company performance,Tech in FT 30,MS,About 5 years in DS* **Internship:** One summer internship in DS,No,No,About 162k + 5% 401K match immediately vested,FALSE,2,months,2021
2021-12-11,Complaints Management Data and Reporting Analyst,"Ohio, USA","59,000 (Hourly w/ overtime expected",Finance,Assoc in Digital Photography,NA,NA,NA,"totally data driven job and I'm over the moon! (Mobile, so sorry if formatting gets wonky.)* **Title:** Complaints Management Data and Reporting Analyst* **Tenure length:** 0 years. 4 years with this company in operations.* **Location:** Ohio   * **Remote:** Currently Hybrid (2 days in office, my choice)* **Salary:** $59,000 (Hourly w/ overtime expected)* **Company/Industry:** Finance* **Education:** Assoc in Digital Photography* **Prior Experience:** Just a nerd that has done data projects in previous roles",FALSE,0,years,2021
2021-12-11,Senior Associate Analyst,NA,65k,Ad Agency/Marketing,BS Statistics/DS,6 months at startup,N/A,and Bonus: N/A,65k,FALSE,1.5,years,2021
2021-12-11,Data Scientist,"Cincinnati, OH, USA",132K,Consumer products,STEM PhD,"3 year DS Research""	`$Internship: None""	`$Coop: None",10k,8K,132K,FALSE,,unknown,2021
2023-12-29,Senior Data Scientist,Canada,175k,Small Fintech Company,BS Economics &amp; Mathematics,NA,NA,NA,175k,FALSE,1,years,2023
2023-12-29,Senior Scientist: Statistics,"Nebraska, USA","135,000 base",Pharma,"MS stats, BE mechanical engineering",11 years   * **$Internship 10 weeks (unrelated)   * **$Coop,"es: 13,500","20,250 bonus","168,750",FALSE,2,years,2023
2023-12-29,Sr. Staff Research Scientist,"New York, NY, USA",265k. I also teach two classes a year in the city for another $27k,Public company with an R&amp;D focus,"M.S. in Statistics, Ph.D in Economics","1 year postdoc, 1.5 years assistant professor at a business school, some tech internships back in grad school",20k relocation,"610k/year RSUs (at respective grant prices), $40k performance bonus, $45k scheduled bonus",987k,FALSE,3.5,years,2023
2023-12-29,Senior Staff ML Engineer,"San Francisco, CA, USA",300k,Tech,PhD,"4yrs Industry, 5 yrs Postdoc",900k RSUs,had a good year and so did I,1.3M,FALSE,3,years,2023
2023-12-29,Staff Data Scientist / Tech Lead Manager,"Seattle, WA, USA",214K,MAANG,"BS/MS Ops Research, PhD Statistics, MBA",NA,NA,NA,518K,FALSE,3,months,2023
2023-12-29,Economist,"Seattle, WA, USA",NA,NA,NA,NA,NA,NA,320k,FALSE,3.5,years,2023
2023-12-29,Data scientist,Ireland,"65,500",Tech,"MSc in data science, PhD in computer science",n/a,n/a,up to 10% bonus,"72,050",FALSE,1.5,years,2023
2023-12-29,Data Scientist,"Chicago, IL, USA","87,000",Home/Auto Insurance,"BS Math, MS Statistics","Data Analyst, 2 Years (same company",n/a,10% Bonus,"95,000",FALSE,2,years,2023
2023-12-29,Data Analyst,"Washington, DC, USA",NA,NA,"BA Comp Sci, phy minor",NA,NA,15,65k - 76k,FALSE,NA,unknown,2023
2023-12-29,VP of Data Science,"Boston, MA, USA",250k,Mid-size marketing firm,PhD in STEM + DS bootcamp,NA,NA,Bonus: 10% bonus target,250k - $275k,FALSE,7.5,years,2023
2023-12-29,Senior Consultant Data Scientist,"37-39 Kingsway, London WC2B 6TP, UK","63,300","Consulting, Large global consultancy","MSc Data Analytics, BSc Mathematics",1.5y at a small consultancy (6 total)   * **$Internship** 2x3 month summer placements   * **$Coop,No lmao,Ability to put 10% into discounted ESPP (15% discount,67k this year,FALSE,4.5,years,2023
2023-12-29,BI Analyst,Rocky Mountains,100k,Small tech company,NA,NA,5k sign-on,10% bonus,110k,FALSE,NA,unknown,2023
2023-12-29,Data Scientist,NA,"Got a pretty sizeable raise in Q2 from $125,000 to now $144,000",healthcare,"BS in engineering, bootcamp grad for DS (got A LOT of people asking about what bootcamp I did, I did General Assembly back in early 2022. Do I think it was THE reason I got the job, no. You really got to weigh the good with the bad and see if a bootcamp/career change is right for you. More than happy to continue to the convo in the comments). Also starting my masters in CS (OMSCS anyone?) next year during the fall. Fully paid for by current company so no brainer","3 years in different industry with some data analytics work. (Excel, dashboards)$Internship NA$Coop NA",NA,"Didn't get anything for 2023 but hearing its roughly 5% of base, just depends on personal and department goals","151,000First full year w/ my big boy DS salary, and man what a year. So glad I chose this position, I've learned so much and have really grown professionally. I have also been able to meet and surpass the expectations my lead and manager set for me. Benefits are amazing, while a higher TC may be worth when I feel comfortable 3-5 YOE+ I can see myself as a lifer here. Also finally maxed out all my retirement accounts this year, huge personal finance goal for me! Here's to another great year",FALSE,2,years,2023
2023-12-29,Data Scientist I,NA,110k,Large biotech company,BS/MS Computer Science,NA,NA,NA,120k,FALSE,1.5,years,2023
2023-12-29,Data Scientist 1,"Texas, USA",NA,NA,"BS Math, currently completing MS in CS part-time",NA,NA,NA,NA,FALSE,6,months,2023
2023-12-29,Digital Engineering Graduate,"Wolverhampton, UK","30,000",Aerospace Manufacturing Industry,"BSc in Chemistry, MSc in Data Science, Keele University",3 month summer internship this year as a data analyst for a startup,None,up to 8% of annual salary per tax year,"32,400",FALSE,4,months,2023
2023-12-29,Data Scientist,"South Carolina, USA",86K,Higher Ed,"BS Applied Mathematics, MS Biomedical Data Science",2 years research/graduate assistant during MS$Internship: 2 prior internships,None,None,86K,FALSE,1,years,2023
2023-12-29,Data Scientist,Switzerland,NA,NA,NA,NA,"30k USD, 50k USD in",s,260k USDInflated because Swiss francs is high,FALSE,1,years,2023
2023-12-29,Junior Data Scientist,Hungary,28k,Smaller tech company,BSc and MSc in computer science,"1 year experience in total, worked for a large FMCG MCN, and a small startup",None,Unlimited PTO and up to 10,30k,FALSE,NA,unknown,2023
2023-12-29,Senior Data Scientist,"Midwestern United States, USA",210K USD,Tier 2/3 tech,Ms in Stats,NA,NA,NA,"235K USDOther Benefits: 401k match until 6%, Fully sponsored business trip to a country in Europe where the org is headquartered, Typical PTO of 23 days a year",FALSE,2,years,2023
2023-12-29,bi analyst,"Midwestern United States, USA",NA,NA,NA,NA,NA,NA,72k + discount + 401k match,FALSE,1.5,years,2023
2023-12-29,Data Scientist (L3,"New York, NY, USA",NA,NA,NA,NA,None (didnt ask for anything,"and/or reoccurring bonuses: 12% LTI and 10% STI, depending on company performance",Up to $193k,FALSE,,unknown,2023
2023-12-29,Senior MLE,United States,175k,Tech,Unrelated STEM MS,10 years,N/A,"Lots of options, was a very early hire","180kSupplemented by consulting work and paid writing gigs for publishers you've heard of.Still criminally underpaid, even for a still-early stage startup, and will likely be making a move this coming year that's been in the works for a year or so now (small private research lab with even more flexibility on what I work on, where I work, and how), but priorities have shifted for me in the past few years and flexibility is much more important than straight up pay. Being able to work from abroad a few months a year is a major requirement of mine, and my current (and future) place allow it. My job is also very chill for me, between seniority and what I work on",FALSE,3.5,years,2023
2023-12-29,Staff Data Scientist,NA,NA,NA,M.S. Analytics,NA,None,41k (flexible w/ salary,261k,FALSE,NA,unknown,2023
2023-12-29,Executive Manager,"Melbourne VIC, Australia",AUD214K + 5% bonus + 11.5% superannuation (pension fund contribution,Big Australian Bank,Master's,16 years in same industry + 2 years of AI/ML,NA,5% bonus,"AUD$250,540",FALSE,2,years,2023
2023-12-29,Senior Data Scientist - Marketing Measurement/Causal Inference,"New York, NY, USA",155K,"In-house, Tech, e-commerce","MS Econ, BS Finance+Psych",NA,300K RSUs,"Depends, anywhere between $150K to $50K in RSUs depending on the year the company had.* **Bonus:** 10%* **Other:** 100% company paid healthcare for myself and entire family, lifestyle spending stipend, remote work stipend, 401K match, all valued around $40K",Somewhere between $250K and $350K,FALSE,1.5,years,2023
2023-12-29,,NA,,,,NA,,Equity:**         * **Bonus:**        * **Other Compensation,,FALSE,NA,unknown,2023
2023-12-29,"senior data scientist - research (at my company, they have two ds ladders to distinguish between product ds and research ds)Location: nyc (but I commute from a nearby mcol city)Salary: 200kAnnual bonus: 40kRSU: 125k/year at grant (higher with stock growth)Company: mangEducation: ms (dropped out of phd in OR","New York, NY, USA",NA,NA,NA,NA,40kRSU: 125k/year at grant (higher with,growth)Company: mangEducation: ms (dropped out of phd in OR)Tenure: 3 yearsPrior experience: 3 years as analyst,365k,FALSE,NA,unknown,2023
2023-12-29,Data Scientist,"New York, NY, USA","120,000",Tech,M.S. Stat,Six mo internship,0,40k in illiquid options with 5 year vesting schedule aka funny money,"160kTech Stack: (because I think this should be included) R, Postgress, Typescript",FALSE,2,years,2023
2023-12-29,Machine Learning Engineer,United States,0,N/A,"BS Computer Science, Minor Statistics","3, 1 as lead MLE",0,0,0,FALSE,,months,2023
2023-12-29,Data Analytics Manager - AI/ML,"Chicago, IL, USA",179K Base,Big 4 - tech Consulting,Master in Computer Science concentration data science,NA,NA,"very varied Bonus - 27,500K","206,500",FALSE,NA,unknown,2023
2023-12-29,AI Engineer,"Bengaluru, Karnataka, India",9.6k,Small Fintech Company,NA,NA,NA,NA,Total** **comp**: $9.6k,FALSE,6,months,2023
2023-12-29,Director of Data Science (L8,NA,NA,NA,NA,NA,"RSUs, with RSUs making up almost all of that)Total Comp: $1.6MOn pace for upwards of $2.2M in 2024 if","1.3M (performance bonus + RSUs, with RSUs making up almost all of that",1.6MOn pace for upwards of $2.2M in 2024 if stock stays at current levels,FALSE,10,years,2023
2023-12-29,Data Scientist (technically a  manager with one report,"Midwestern United States, USA",NA,NA,NA,NA,NA,NA,124.5k,FALSE,1,years,2023
2023-12-29,Senior DS (IC5,NA,250k base,"Tech, AI, Robotics",PhD Math,10 years research,es**: ~$200k \**Fringe**: Stock refreshers every year and espp \**Total comp**: ~$450k **Total comp with stock appreciation**: ~$975k (as of year end)So this is a little out there given the,refreshers every year and espp \**Total comp**: ~$450k,"with stock appreciation**: ~$975k (as of year end)So this is a little out there given the stock appreciation. Extremely lucky with timing and the field happens to be competitive with SWEs. Not likely to repeat, so an outlier for sure. DS for niche roles can demand/ attract a lot so keep at it",FALSE,10,years,2023
2023-12-29,Senior Data Scientist,United States,"150,000",Ad Tech,MS,8 YOE,No,"Annual RSU rewards, 20% bonus","180,000 (not including RSU",FALSE,NA,unknown,2023
2023-12-29,Data Scientist,"Los Angeles, CA, USA","112,000",Finance,Bachelors,4 yrs (Analytics/Analytics Engineering)Internship: 2 months (Junior Year,None,"20,000","130,000EDIT - Imposter Syndrome: Very High",FALSE,1,years,2023
2023-12-29,Data Scientist,Brazil,120k BRL,Startup,"BSc and MPhil Economics, 3 month DS course",NA,es:** 0.1,"year, didn't negotiate vacations because I'm stupid, but take eventual days off",120k BRL**PS**: Any other DSs here from developing countries,FALSE,2,years,2023
2023-12-29,Data Science Manager,Canada,280k,tech,Stats,NA,NA,NA,NA,FALSE,4,years,2023
2023-12-29,"Senior Data Scientist, Product Analytics","San Francisco, CA, USA",200k,"Small, late stage tech startup",BS Economics &amp; BS International Relations,NA,NA,NA,200k (excluding equity since pre-ipo,FALSE,2.5,years,2023
2023-12-29,Developer,"New York, NY, USA",210k + $200k (quit job) + $160k,Tech,MSc in Engineering,Non Tech companies but big ones,es: On paper another $100k+ per yearTotal comp: Between $415k to $515k depending on,On paper another $100k+ per year,Between $415k to $515k depending on stock,FALSE,1.5,years,2023
2023-12-29,Analytics Manager,NA,NA,NA,M.S. Analytics,NA,None,"40k/yr but it's a little difficult to value since it's not a publicly traded companyTotal comp: \~$190k/year  Edit: I'm a little confused by people including relocation/signing bonus as part of their total comp. In my opinion, they shouldn't be included in","unless you get them every year (which by definition, relocation and signing bonuses are not annual",FALSE,14,months,2023
2023-12-29,staff research scientsit/engineerYoE: 5,Canada,200k,research lab at big tech co,msc stats,NA,NA,"15% bonus, ~240k rsus 4 yr vest",290k,FALSE,6,months,2023
2023-12-29,Lead data scientist,United States,NA,NA,NA,NA,NA,NA,NA,FALSE,1,years,2023
2023-12-29,Data Scientist,"San Francisco, CA, USA",130k,Consultancy - industry keeps changing - right now client is a manufacturing firm,MS in DS,3 years as DS not in US.  $Internship - Yes at a non profit.  $Coop,NA,NA,130k,FALSE,4,months,2023
2023-12-29,Principal Data Scientist,United States,175k,big retail / CPG,"BS EE, MS EE, dropout PhD EE (all but dissertation) from not-a-top state school",NA,NA,"100k RSU, \~20% cash bonus",310k,FALSE,5.5,years,2023
2023-12-29,Senior Data Scientist,"New England, USA",182k,M / G,MBA,5 years in non-tech,35k relocation + sign on,110k/year RSUs (at respective grant prices). $30k perf bonus,322k,FALSE,5,years,2023
2023-12-29,Director,"Northeastern United States, USA",NA,NA,NA,NA,NA,NA,Total: $222K,FALSE,4,years,2023
2023-12-29,Data Scientist,NA,135k,acquired startup in a very large co,NA,NA,and about 6k in,NA,NA,FALSE,1,years,2023
2023-12-29,Senior/Staff DS,"New York, NY, USA",NA,NA,NA,NA,NA,NA,NA,FALSE,2.5,years,2023
2023-12-29,Data Scientist,"Florida, USA",NA,NA,NA,NA,NA,NA,90k USD,FALSE,6,months,2023
2023-12-29,Data Analyst,United States,125k,Fintech,NA,NA,n/a,"12k, 4% IRA match",140k,FALSE,8,months,2023
2023-12-29,Data Scientist,"New York, NY, USA",205k base,FinTech,"BA in Physics, MS in CS (OMSCS",5 years in analytics/data science,N/A,35k bonus,240k,FALSE,8,months,2023
2023-12-29,Senior Data Scientist,NA,NA,NA,"MBA, focus in econometrics and big data",NA,NA,NA,"110k#I'm also the manager of a small department of analysts and scientists. #Additional benefits:  Excellent healthcare, pension, 5 weeks vacation plus 2 weeks sick plus a buttload of holidays",TRUE,4,years,2023
2023-12-29,Business Systems Data Analyst,"Nashville, TN, USA",NA,NA,NA,NA,n/a,n/a,"100,000Additional: 100% remote; no set work hours; 4 weeks paid organization-wide breaks; 15 days paid vacation; 10 days paid sick leave; 9 paid federal holidays; 80% premiums paid for health, dental, and vision insurance; 4% 401(K) match; employer-paid short- and long-term disability; paid parental leave; life insurance; flexible spending accountsMy employer follows pay transparency principles. They list the salary up front and dont negotiate. There are levels within each pay band, but theyre still working out how employees can level up.The org is about 8 years old. Im essentially working on a new team. My manager is a first-time manager. He hired me along with one other person who transferred from a different department. Hes very communicative and open to trying new ideas. I appreciate that.Ive only been here for two months, but Im already working to revamp how data is distributed across the organization. Im the lead on three org-wide surveys. Itll be the first time they have enough bandwidth to conduct deeper analyses. Im excited about that.Well also start working to formalize our data policies and infrastructure. Its been very much a  grassroots operation up until now",TRUE,2,months,2023
2023-12-29,Data Scientist,Canada,100k CAD,Medical R&amp;D,PhD Neuroscience,"lots of statistics consulting in academia, teaching graduate stats to psychologists/neuroscientists   * **$Internship** None   * **$Coop** None",es:** founding,still pre-IPO,,FALSE,8,years,2023
2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,unknown,2023
2023-12-29,Data Scientist,NA,95k USD,Government,"BS in Political Science, MA in Political Science (Fields: Public Policy, Research Methodology",1 year as a data analyst at the same company. 1.5 years as an RA at a very well known think tank (if youre in policy process and disaster stuff). 1 year as a TA teaching statistics and government,NA,NA,NA,FALSE,NA,unknown,2023
2023-12-29,data engineering analyst,"Montreal, QC, Canada",NA,NA,NA,NA,NA,NA,NA,FALSE,2.5,years,2023
2023-12-29,Data Scientist,NA,NA,NA,NA,NA,NA,NA,total work experience,FALSE,NA,unknown,2023
2023-12-29,"Data Scientist (Staff/ Manager, similar to Amazon L6 Applied Scientist",NA,230k,Gaming,"CS BS, Biotech PhD and Postdoc",20 YOE if counting PhD+Postdoc time if not then just 6 years (yea i know,0 RSU or,s,265,FALSE,3,years,2023
2023-12-29,senior data scientist (principal data scientist,"Boston, MA, USA",base $140k ($160k,Financial services,MS statistics/ data science,used to be a high school math teacher. Summer internship + part-time with same company prior to full-time,N/A,"25% bonus eligible (35%). Also been getting what's basically a 2yr delayed retention bonus every year, comes to about $10-15k pretax","175k (est $220k next year) plus good benefits (employer finished paying off my student loans last year, good health + dental + vision insurance for myself and wife",FALSE,,unknown,2023
2023-12-29,NA,Canada,200K CAD,Tech,BS STEM,NA,NA,NA,300K CAD,FALSE,NA,unknown,2023
2023-12-29,ML Ops Engineer,"Chicago, IL, USA",140k base,FinTech,"BS in Math, Masters in Math Ed, Bootcamp",Taught High School Math and Stats for 6 years,5k signing,15% annual bonus,OTE 161K,FALSE,1,years,2023
2023-12-29,AI Engineer,NA,"lt;$10,000 net income",Self-employed,2x masters degrees,"Banking, Data Analyst, Data Scientist, Politics$Internship $Coop","won a $10k relocation grant if I move to Tulsa, Oklahoma. won and declined a $5k relocation grant if I move to Indiana",n/a,Hoping for $100k-$400k net in 2024,FALSE,,unknown,2023
2023-12-29,Senior Data Scientist,NA,USD $180K,Tech/Healthcare,BS Data Science,5 yrs as DS/Senior DS,none,USD $40K,USD ~$220K,FALSE,1,years,2023
2023-12-29,Senior DS,"Texas, USA",NA,NA,"BS/MS in EE, DS bootcamp",NA,NA,NA,NA,FALSE,6,months,2023
2023-12-29,Data Viz Specialist,Ireland,41k,media/PR,"BA Econ and Pol, HDip Data Analytics, working on a Masters at the moment",NA,NA,,41kShould note my role and title are about a billion miles apart at this point (new role coming in the new year) and there are other benefits but I can't recall their value right now (pension/ health,FALSE,2.5,years,2023
2023-12-29,Principal Data Scientist,Canada,178k,Tech,MS in Big Data Analytics,15 yrs ( 8 + in DS Roles)  $Internship  $Coop,10k,15k,193K,FALSE,1.8,years,2023
2023-12-29,Sr. DS Quant,"Washington, DC, USA",180k,Finance,MS DS,NA,NA,20% annual bonus        ~7% 401k matching        HSA matching,"235kSince this will be updated every year, here's a breakdown of TC over the years with the number of years of experience:    Undergrad (TA) : $8/hr + free pizza and snacks    Graduate (Research Assnt.): $10/hr + free pizza and snacks     T = 0 (Assc. DS Quant): ~$150k    T = 1 (Assc. DS Quant): ~$160k    T = 2 (DS Quant): ~$190k    T = 3 (DS Quant): ~$225k    T = 4 (Sr. DS Quant): ~$235k",FALSE,4,years,2023
2023-12-29,Data Scientist,NA,130k (base) + 21k (bonus) + 16k (401k match,OEM Fortune 500,PhD,Not much just PhD,NA,NA,167k + other great benefits,FALSE,2,years,2023
2023-12-29,Project Manager (Smart Manufacturing,Germany,"52,000 ¬ + 7,000",SaaS for manufacturing,B.Eng. in Industrial Engineering,NA,NA,NA,"59,000",FALSE,1,years,2023
2023-12-29,NLP Scientist/Researcher,NA,115k,Health Data Science,Neuroscience PhD + MSDS,"academia took a large chunk of my life/soul and aged me beyond my years, 2+ years as DS",de nada,peanuts,115k + peanuts,FALSE,NA,unknown,2023
2023-12-29,Sr Business/Product Analyst,"Chicago, IL, USA",NA,NA,NA,NA,NA,NA,"150k, no bonuses",FALSE,3,years,2023
2023-12-29,Data Scientist,NA,100k,Large CPG company,MSBA,NA,NA,8-12,110k,FALSE,1,years,2023
2023-12-29,Senior Data Analyst,"San Francisco Bay Area, CA, USA",120k USD,Finance/Insurance,BS &amp; Masters from top tier public school in Natural Resources,6 years in natural resources/research/policy work,5k,10,132k USD,FALSE,5,years,2023
2023-12-29,NA,NA,NA,NA,NA,NA,5k,NA,NA,FALSE,NA,unknown,2023
2023-12-29,Data Scientist,"Bengaluru, Karnataka, India",INR 17 LPA,US Financial Services,BTech + MBA,1 Year in Tech   * **$Internship**   * **$Coop,INR 1 LPA,INR 1-2 LPA (not fixed,INR 18 LPA,FALSE,2.5,years,2023
2023-12-29,Data Scientist,"Chicago, IL, USA",103k,Consulting,MS Data Science from Big 10,NA,es: 10% company,discount,103K,FALSE,1.5,years,2023
2023-12-29,Data Analyst,"Los Angeles, CA, USA",112k,Advertising,MS in Math,None,5k relo,22k (estimate based on actual previous bonuses,134k,FALSE,2.5,years,2023
2023-12-29,Data Scientist II,United States,NA,NA,NA,NA,NA,NA,120k,FALSE,1.5,years,2023
2023-12-29,Research Scientist/Biometrician,"Olympia, WA, USA",100k,Public SectorPrior Experience: 2 years private consulting + 6 years graduate school research,NA,NA,NA,NA,NA,FALSE,5,months,2023
2023-12-29,NA,"Boston, MA, USA",110k,Defense Contracting,Masters of Sci. Electrical Engineering,NA,3K,N/A,113K,FALSE,NA,unknown,2023
2023-12-29,Product Analyst,"Phoenix, AZ, USA",80k,Online Used Car Retailer,"BS Economics &amp; Mathematics, MS Business Analytics",NA,NA,NA,80k,FALSE,2,years,2023
2023-12-29,Senior Data Scientist,NA,NA,NA,NA,NA,some,NA,"Total salary: 175k usd, no bonus, some stocks that are currently just paper money  Location: ny, us  Industry: Cyber technology  Company size: mid size.    - company is profitable, survived multiple rounds of layoffs before it became profitable",FALSE,2.5,years,2023
2023-12-29,Data Scientist,NA,NA,NA,MS (Biology,NA,NA,NA,93k,FALSE,1,years,2023
2023-12-29,Senior Data Scientist,"East Coast of the United States, USA",180k,Small Defense Contractor,BS Quant Finance &amp; Mathematics,NA,NA,NA,180k,FALSE,6,months,2023
2023-12-29,Data Scientist,NA,145k,government research,BS + MS in physical sciences,"2 internships (only 1 was data science related) during college, 1 post grad internship at current company (not data related",NA,NA,160k,FALSE,1,months,2023
2023-12-29,Data Science Director,"New York, NY, USA",212K,Large Public Finance Holding Company,BS Math &amp; MS Data Analytics,NA,NA,NA,255K,FALSE,2,years,2023
