property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
1 BHK Apartment for Sale in Ram Pura Surat,Carpet Area,605 sqft,Resale,Ready to Move,2 out of 5,Unfurnished,East,"1 BHK, Multistorey Apartment is available for Sale in Ram Pura, Surat for 16.25 Lac(s)Read more","₹2,686 per sqft ",₹16.3 Lac 
2 BHK Apartment for Sale in Varachha Surat,Super Area,1300 sqft,Resale,Ready to Move,4 out of 4,Furnished,2,"2 BHK, Multistorey Apartment is available for Sale in Varachha, Surat for 45.0 Lac(s)Read more","₹3,462 per sqft ",₹45 Lac 
4 BHK Penthouse for Sale in Mandvi Surat,Carpet Area,1300 sqft,Resale,Ready to Move,Ground out of 2,Furnished,6,"4 BHK, Penthouse is available for Sale in Mandvi, Surat for 45.0 Lac(s)Read more",,₹45 Lac 
  Shop for Sale in Surat City Surat,Super Area,100 sqft,Resale,Ready to Move,Lower Basement out of 2,,,"  Commercial Shop is available for Sale in Surat City, Surat for 20.0 Lac(s)Read more","₹20,000 per sqft ",₹20 Lac 
  Shop for Sale in Dindoli Surat,Carpet Area,150 sqft,Resale,Ready to Move,Ground out of 1,,,"Main road touch, running shop, ideal for retail business.","₹9,000 per sqft ",₹13.5 Lac 
  Shop for Sale in Pipodara Surat,Carpet Area,430 sqft,Resale,Ready to Move,Ground out of 4,,,"  Commercial Shop is available for Sale in Pipodara, Surat for 45.0 Lac(s)Read more","₹10,465 per sqft ",₹45 Lac 
4 BHK Apartment for Sale in Bhatar Surat,Super Area,1370 sqft,Resale,Ready to Move,3 out of 4,Unfurnished,2,Its a 3rd floor Multistorey Apartment in a building of total 4 floors. The Multistorey Apartment construction is more than 10 to 15 years old.Read more,"₹3,212 per sqft ",₹44 Lac 
  Plot/Land for Sale in Bhestan Surat,Plot Area,1040 sqft,,Resale,,,,"1040 Sq-ft Residential Plot is available for Sale in Bhestan, Surat for 49.0 Lac(s)Read more","₹4,712 per sqft ",₹49 Lac 
  Shop for Sale in Surat,Carpet Area,145 sqft,Resale,Ready to Move,Ground out of 5,,,Commercial shop is available for sale.,"₹7,500 per sqft ",₹21 Lac 
1 BHK  House for Sale in Olpad Surat,Carpet Area,527 sqft,Unfurnished,Ready to Move,Resale,West,Garden/Park,This corner row house offers a unique blend of urban living and historic charm with its 17x31 size.Read more,"₹3,035 per sqft ",₹20 Lac 
2 BHK Apartment for Sale in Nana Varachha Surat,Super Area,1193 sqft,Resale,Ready to Move,4 out of 10,Semi-Furnished,East,The Home consists of 2 furnished bathroom and also has 2 balconies. It is located on 4th floor of the 10 floors in the tower and is well ventilated. This is a 2 bed room apartment present in Nana Varachha. It offers 1190 Sq-ft area for use. Expected price of the Home is fixed at 40 Lac. Patel community.Read more,"₹3,269 per sqft ",₹39 Lac 
2 BHK Apartment for Sale in Lambe Hanuman Road Surat,Carpet Area,1000 sqft,Resale,Ready to Move,3 out of 5,Furnished,Co-operative Society,Well maintained Furniture,"₹3,077 per sqft ",₹40 Lac 
2 BHK  House for Sale in Olpad Sayan Road Surat,Super Area,1000 sqft,Resale,Ready to Move,Ground out of 1,Unfurnished,2,"2 BHK, Residential House is available for Sale in Olpad Sayan Road, Surat for 16.0 Lac(s)Read more","₹1,600 per sqft ",₹16 Lac 
3 BHK  House for Sale in Kamrej Surat,Super Area,1100 sqft,Resale,Ready to Move,Ground out of 2,Unfurnished,3,"3 BHK, Residential House is available for Sale in Kamrej, Surat for 27.0 Lac(s)Read more","₹2,455 per sqft ",₹27 Lac 
  Shop for Sale in Adajan Surat,Carpet Area,222 sqft,Resale,Ready to Move,Ground out of 14,,,road touch,"₹10,162 per sqft ",₹44 Lac 
1 BHK Builder Floor for Sale in Olpad Surat,Super Area,756 sqft,Resale,Ready to Move,5 out of 5,Unfurnished,1,  Builder Floor Apartment is located at the advantageous 5th floor in a tower of total 5 floors. Read more,"₹1,984 per sqft ",₹15 Lac 
2 BHK Penthouse for Sale in L P Savani Surat,Carpet Area,1446 sqft,Resale,Ready to Move,4 out of 4,Semi-Furnished,North - East,"Enroute Adajan to Pal, is placed within 100 meters from L P Savani School, backside of Subhash Chandra Bose Road, joining Pandit Deendayal Upadhyay Cable Bridge directly. Thus one of the primemost areas of Surat.This flat is equipped with gas pipeline, gas geyser, and a huge individual privately owned accessed terrace of 900 sq feet dedicated only for the owners of this wonderful dwelling unit.School, Hospitals, Banks, Groceries, Hardware, Dairy shops, Vegetables, Chakki, Farsan wala etc all within 100 meters distance. Therefore, one of the best locations available.Read more","₹4,006 per sqft ",₹39.9 Lac 
2 BHK Apartment for Sale in Honey Park Surat,Carpet Area,950 sqft,Resale,Ready to Move,2 out of 4,Semi-Furnished,North - East,"2 BHK, Multistorey Apartment is available for Sale in , Surat for 35.0 Lac(s)Read more","₹3,043 per sqft ",₹35 Lac 
  Shop for Sale in VIP Road Surat,Carpet Area,180 sqft,Resale,Ready to Move,Ground out of 6,26 Covered,,"ground floor shop, new modern complex, cabinet work and electricity work completedRead more","₹12,500 per sqft ",₹45 Lac 
2 BHK Apartment for Sale in 503RIDDHI SIDDHI RESIDENCY Surat,Carpet Area,750 sqft,Resale,Ready to Move,5 out of 6,Semi-Furnished,East,"good looking a morning sun light, nearby schools, hotels, vegetables market, hospitalsRead more","₹3,333 per sqft ",₹35 Lac 
2 BHK Apartment for Sale in vatika township Surat,Super Area,1025 sqft,Resale,Ready to Move,5 out of 6,Furnished,2,"2 BHK, Multistorey Apartment is available for Sale in , Surat for 48.0 Lac(s)Read more","₹4,683 per sqft ",₹48 Lac 
2 BHK Apartment for Sale in Rander Road Surat,Super Area,1100 sqft,Resale,Ready to Move,3 out of 5,Unfurnished,East,"Security Cabin, CCTV surveillance, Piped Gas Gujarat Gas,  Parking areaRead more","₹3,455 per sqft ",₹38 Lac 
  Shop for Sale in Kadodara Surat,Super Area,150 sqft,Resale,Ready to Move,1 out of 4,,,"  Commercial Shop is available for Sale in Kadodara, Surat for 7.50 Lac(s)Read more","₹5,000 per sqft ",₹7.5 Lac 
2 BHK Apartment for Sale in Kailash Nagar Surat,Carpet Area,1200 sqft,Resale,Ready to Move,8 out of 9,Unfurnished,2,"2 BHK, Multistorey Apartment is available for Sale in Kailash Nagar, Surat for 30.0 Lac(s)Read more",,₹30 Lac 
2 BHK Builder Floor for Sale in devdhgam Surat,Carpet Area,734 sqft,Resale,Ready to Move,2 out of 5,Furnished,East,"Bedroom full furniture, Air conditioner in Bedroom, Inventor for power cut backup approx 6 hours, Sofa set with tea table, full furniture in kitchen, Washing machine,  R O filter in kitchen, WiFi connection, Front door with Personal security camera with mobile connect ,Bathroom with Water Heaters  Exhaust Fan.Read more","₹2,749 per sqft ",₹28.5 Lac 
1 BHK Apartment for Sale in pavitra residency Surat,Carpet Area,440 sqft,Resale,Ready to Move,4 out of 5,Semi-Furnished,1,"1 BHK, Multistorey Apartment is available for Sale in , Surat for 25.0 Lac(s)Read more","₹3,420 per sqft ",₹25 Lac 
"2 BHK Apartment for Sale in Mangal pushp apartment,  L P SAVANI CIRCLE adajan Surat",Super Area,750 sqft,Resale,Ready to Move,2 out of 7,Semi-Furnished,1,"Multistorey apartment is available for sale. It covered area of 750 sq-ft, it is a good location property. Please contact for more details.Read more","₹3,200 per sqft ",₹24 Lac 
1 BHK Apartment for Sale in Udhna Surat,Super Area,550 sqft,Resale,Ready to Move,4 out of 4,Semi-Furnished,North - East,"East facing, vastu compliant, Good wind and duffused sunlight. Nearby School, Hospital and market.Read more","₹2,318 per sqft ",₹12.8 Lac 
  Office Space for Sale in Hirabag Surat,Carpet Area,110 sqft,Resale,Ready to Move,1 out of 1,1,,Fully Furnished redy to move office like Shop in Popular are HirabagRead more,"₹7,315 per sqft ",₹9.5 Lac 
2 BHK Apartment for Sale in vraj vihar complex koli street adajan gam Surat,Carpet Area,800 sqft,Resale,Ready to Move,1 out of 4,Semi-Furnished,East,"It is a good area and all facilities like the market, school, hospital, petrol pump, mall, metro , brts, garden and office are within 2 km from home. best price. no any issue in building and home.Read more","₹2,500 per sqft ",₹25 Lac 
1 BHK Apartment for Sale in Adajan Surat,Super Area,722 sqft,Resale,Ready to Move,7 out of 7,Unfurnished,1, This Multistorey Apartment is located at 7th floor in a building of total 7 floors. Read more,"₹2,909 per sqft ",₹21 Lac 
2 BHK  House for Sale in Velanja Surat,Carpet Area,720 sqft,New Property,Ready to Move,1 out of 1,Unfurnished,"Garden/Park, Main Road","This property budget friendly,and clear environment closed","₹4,375 per sqft ",₹31.5 Lac 
2 BHK Builder Floor for Sale in Jahangirabad Surat,Super Area,1100 sqft,Resale,Ready to Move,2 out of 5,Semi-Furnished,2,"2 BHK, Builder Floor Apartment is available for Sale in Jahangirabad, Surat for 39.0 Lac(s)Read more","₹3,545 per sqft ",₹39 Lac 
2 BHK  House for Sale in Dindoli Surat,Super Area,800 sqft,Resale,Ready to Move,Ground out of 1,Unfurnished,1,"2 BHK, Residential House is available for Sale in Dindoli, Surat for 46.0 Lac(s)Read more","₹5,750 per sqft ",₹46 Lac 
1 BHK Builder Floor for Sale in Kim Surat,Super Area,750 sqft,Resale,Ready to Move,4 out of 4,Semi-Furnished,1,"1 BHK, Builder Floor Apartment is available for Sale in Kim, Surat for 6.0 Lac(s)Read more",₹800 per sqft ,₹6 Lac 
2 BHK Builder Floor for Sale in Palanpur Surat,Super Area,1035 sqft,Resale,Ready to Move,2 out of 5,Furnished,2,"2 BHK, Builder Floor Apartment is available for Sale in Palanpur, Surat for 44.0 Lac(s)Read more","₹4,251 per sqft ",₹44 Lac 
2 BHK Apartment for Sale in Rustampura Surat,Carpet Area,945 sqft,Resale,Ready to Move,4 out of 4,Unfurnished,South,"Reliance mall,Apple hospital,Ashapuri mata temple, BRTS BUS STATION,Udhna darwaja,Textile market ring roadRead more","₹2,787 per sqft ",₹34 Lac 
1 BHK Villa for Sale in Sayan Surat,Super Area,600 sqft,Unfurnished,Ready to Move,Resale,1,1," A 1 storeyed Villa is located in Sayan, Surat. Great investment for family purpose as the space is airy and has friendly neighbourhood. Major key facilities are located nearby. The Villa is newly constructed. Read more","₹2,667 per sqft ",₹16 Lac 
2 BHK  House for Sale in Kadodara Surat,Carpet Area,1080 sqft,Resale,Ready to Move,1 out of 1,Unfurnished,Main Road,"A residential house is available for sale. It is 30x36 Total Area, with 2 master bedroom, 12x12 1st Bedroom, 12x10 2nd Bedroom, 16 x 16 Hall Area.Read more",,₹39 Lac 
3 BHK  House for Sale in Navagam Surat,Carpet Area,1200 sqft,Resale,Ready to Move,Ground out of 3,Unfurnished,West,"Gala type 3story row house,all three floors already on rent.With dastavej , loan facility, gated societyfix priceRead more","₹2,160 per sqft ",₹27 Lac 
2 BHK Builder Floor for Sale in Adajan Surat,Super Area,1200 sqft,Resale,Ready to Move,3 out of 5,Unfurnished,East,"2 BHK, Builder Floor Apartment is available for Sale in Adajan, Surat for 35.0 Lac(s)Read more","₹2,917 per sqft ",₹35 Lac 
 Industrial Land for Sale in Surat City Surat,Built Area,1318 sqft,,Resale,,,,"1318 Sq-ft Industrial Land is available for Sale in Surat City, Surat for 22.0 Lac(s)Read more","₹1,669 per sqft ",₹22 Lac 
1 BHK Apartment for Sale in Amroli Surat,Super Area,660 sqft,Resale,Ready to Move,5 out of 5,Unfurnished,Main Road,Well Maintained Excellent Ventilation  Gated Community,"₹3,030 per sqft ",₹20 Lac 
2 BHK Apartment for Sale in Amroli Surat,Carpet Area,580 sqft,Resale,Ready to Move,1 out of 5,Furnished,East,"Near Main road, Garden facing, Corner Flat, First Floor, Good road connectivityRead more","₹2,436 per sqft ",₹19 Lac 
2 BHK Apartment for Sale in Pavitra residency Surat,Super Area,1165 sqft,,Ready to Move,Resale,,,"2 BHK, Multistorey Apartment is available for Sale in , Surat for 31.50 Lac(s)Read more","₹2,704 per sqft ",₹31.5 Lac 
1 BHK Builder Floor for Sale in Bhestan Surat,Super Area,850 sqft,Resale,Ready to Move,1 out of 4,Unfurnished,1,"1 BHK, Builder Floor Apartment is available for Sale in Bhestan, Surat for 8.50 Lac(s)Read more","₹1,000 per sqft ",₹8.5 Lac 
2 BHK Builder Floor for Sale in Pasodara Surat,Super Area,861 sqft,Resale,Ready to Move,4 out of 4,Unfurnished,East,This Builder Floor Apartment is located at 1st floor in a building of total 4 floors. This spacious Builder Floor Apartment was constructed approx. 5 to 10 years years back.Read more,"₹1,220 per sqft ",₹10.5 Lac 
1 BHK  House for Sale in Velanja Surat,Super Area,440 sqft,Resale,Ready to Move,Ground out of 1,Unfurnished,1,"1 BHK, Residential House is available for Sale in Velanja, Surat for 11.0 Lac(s)Read more","₹2,500 per sqft ",₹11 Lac 
 Industrial Land for Sale in Palsana Surat,Built Area,1978 sqft,,New Property,,,,"1. Prime Location at NH 8 , Palsana.2. Easy Transportation is available from the site.3. Located in an Operational Industrial Textile Area.4. NA, Plan Pass, Title  Clear.5. Easy GPCB Permission.Read more","₹1,618 per sqft ",₹32 Lac 
2 BHK  House for Sale in Bardoli Surat,Super Area,1000 sqft,,Resale,,,," This Residential House of total  floors is meant for the purpose of Sale in Bardoli, Surat. The setting of the property is good with an excellent access to prime locations and supported by well planned infrastructure. The property will give good value to your investment. Contact immediately now for more details. Read more","₹4,500 per sqft ",₹45 Lac 
1 BHK Builder Floor for Sale in Amroli Surat,Super Area,775 sqft,Resale,Ready to Move,2 out of 5,Semi-Furnished,1,"1 BHK, Builder Floor Apartment is available for Sale in Amroli, Surat for 16.50 Lac(s)Read more","₹2,129 per sqft ",₹16.5 Lac 
3 BHK Apartment for Sale in Gopi Pura Surat,Super Area,1050 sqft,Resale,Ready to Move,3 out of 10,Unfurnished,2,"Discover unparalleled comfort and elegance in this 3 BHK Flat for Sale in Gopi Pura, Surat. With a spacious super area of 1050 sqft on the 3rd floor of a 10-story building, this East-facing abode is designed to offer a harmonious living experience, complemented by Vaastu compliance.Property specifications and facilitiesThe unfurnished flat comprises three bedrooms, a common Western bathroom with a geyser, and a common balcony overlooking the vibrant road below. The living cum dining area provides a warm and inviting space, while the modular kitchen with a piped gas connection and utility area is perfect for culinary enthusiasts.The flooring, adorned with marble, adds a touch of sophistication to the interiors. Convenience is key with covered parking, 24-hour water supply from both borewell and corporation sources, 100% power backup, security guards, CCTV surveillance, and two lifts for easy accessibility.LocalityStrategically located near Ambaji Road, this property is a stone's throw away from schools, hospitals, malls, supermarkets, and upcoming metro station, all within a 1-kilometer radius. Public transport is easily available, with buses and autos ensuring seamless connectivity. Don't miss out on the opportunity to make this meticulously designed flat your new home, where comfort meets convenience in the heart of Surat!Read more","₹2,857 per sqft ",₹30 Lac 
